0101||0|Live horses, asses, mules and hinnies:|||||
8302.10.60||3|Other||3.5%|Free (A,AU,BH,C,CA,CL,CO,E,IL,J,JO,KR,MA,MX,OM,P,PA,PE,SG)|45%|
8302.10.60|30|4|Suitable for interior and exterior doors (except garage, overhead or sliding doors)|kg||||
8302.10.60|60|4|Suitable for furniture and cabinets|kg||||
8302.10.60|90|4|Other|kg||||
8302.10.90||2|Other||3.4%|Free (A,AU,B,BH,C,CA,CL,CO,E,IL,J,JO,KR,MA,MX,OM,P,PA,PE,SG)|45%|
8302.10.90|30|3|Suitable for interior and exterior doors (except garage, overhead or sliding doors)|kg||||
8302.10.90|60|3|Suitable for furniture and cabinets|kg||||
8302.10.90|90|3|Other|kg||||
8302.20.00|00|1|Castors, and parts thereof|kg|5.7%|Free (A,AU,BH,C,CA,CL,CO,E,IL,J,JO,KR,MA,MX,OM,P,PA,PE,SG)|45%|
8302.30||1|Other mountings, fittings and similar articles suitable for motor vehicles; and parts thereof:|||||
8302.30.30||2|Of iron or steel, of aluminum or of zinc||2%|Free (A,AU,B,BH,CA,CL,CO,E,IL,J,JO,KR,MA,MX,OM,P,PA,PE,SG)|25%|
8302.30.30|10|3|Pneumatic cylinders for lifting, lowering, dampening or counter-balancing|No.||||
8302.30.30|60|3|Other|kg||||
8302.30.60|00|2|Other|kg|3.5%|Free (A+,AU,B,BH,CA,CL,CO,D,E,IL,J,JO,KR,MA,MX,OM,P,PA,PE,SG)|45%|
||1|Other mountings, fittings and similar articles, and parts thereof:|||||
8302.41||2|Suitable for buildings:|||||
8302.41.30|00|3|Door closers (except automatic door closers), and parts thereof|kg|3.9%|Free (A,AU,BH,CA,CL,CO,E,IL,J,JO,KR,MA,MX,OM,P,PA,PE,SG)|45%|
||3|Other:|||||
8302.41.60||4|Of iron or steel, of aluminum or of zinc||3.9%|Free (A,AU,BH,CA,CL,CO,E,IL,J,JO,KR,MA,MX,OM,P,PA,PE,SG)|45%|
||5|Suitable for interior and exterior doors (except garage, overhead or sliding doors):|||||
8302.41.60|15|6|Doorstops, chain door fasteners, door pulls, kick plates, door knockers and escutcheons|kg||||
8302.41.60|45|6|Other|kg||||
8302.41.60|50|5|For curtains, draperies and window shades|kg||||
8302.41.60|80|5|Other|kg||||
8302.41.90||4|Other||3.5%|Free (A,AU,BH,CA,CL,CO,E,IL,J,JO,KR,MA,MX,OM,P,PA,PE,SG)|45%|
||5|Suitable for interior and exterior doors (except garage, overhead or sliding doors):|||||
8302.41.90|15|6|Doorstops, chain door fasteners, door pulls, kick plates, door knockers and escutcheons|kg||||
8302.41.90|45|6|Other|kg||||
8302.41.90|50|5|For curtains, draperies and window shades|kg||||
8302.41.90|80|5|Other|kg||||
8302.42||2|Other, suitable for furniture:|||||
8302.42.30||3|Of iron or steel, of aluminum or of zinc||3.9%|Free (A,AU,BH,C,CA,CL,CO,E,IL,J,JO,KR,MA,MX,OM,P,PA,PE,SG)|45%|
8302.42.30|10|4|Pneumatic cylinders for lifting, lowering, dampening or counterbalancing|No.||||
8302.42.30|15|4|Drawer slides|kg||||
8302.42.30|65|4|Other|kg||||
8302.42.60|00|3|Other|kg|3.4%|Free (A,AU,BH,C,CA,CL,CO,E,IL,J,JO,KR,MA,MX,OM,P,PA,PE,SG)|45%|
8302.49||2|Other:|||||
||3|Harness and saddlery or riding-bridle hardware, and parts thereof:|||||
8302.49.20|00|4|Coated or plated with precious metal|kg|7.5%|Free (A,AU,BH,CA,CL,CO,E,IL,J,JO,KR,MA,MX,OM,P,PA,PE,SG)|60%|
8302.49.40|00|4|Other|kg|Free||50%|
||3|Other:|||||
8302.49.60||4|Of iron or steel, of aluminum or of zinc||5.7%|Free (A,AU,BH,C,CA,CL,CO,E,IL,J,JO,KR,MA,MX,OM,P,PA,PE,SG)|45%|
8302.49.60|35|5|Pneumatic cylinders for lifting, lowering, dampening or counterbalancing|No.||||
||5|Other:|||||
8302.49.60|45|6|For railway vehicles|kg||||
8302.49.60|55|6|For aircraft, vessels and other vehicles (except motor vehicles) of section XVII|kg||||
8302.49.60|85|6|Other|kg||||
8302.49.80||4|Other||3.5%|Free (A,AU,BH,C,CA,CL,CO,E,IL,J,JO,KR,MA,MX,OM,P,PA,PE,SG)|45%|
||5|For railway vehicles, aircraft, vessels and other vehicles (except motor vehicles) of section XVII:|||||
8302.49.80|40|6|Of copper|kg||||
8302.49.80|50|6|Other|kg||||
8302.49.80|90|5|Other|kg||||
8302.50.00|00|1|Hat-racks, hat pegs, brackets and similar fixtures, and parts thereof|kg|Free||40%|
8302.60||1|Automatic door closers, and parts thereof:|||||
8302.60.30|00|2|Automatic door closers|kg|3.9%|Free (A,AU,BH,C,CA,CL,CO,E,IL,J,JO,KR,MA,MX,OM,P,PA,PE,SG)|45%|
8302.60.90|00|2|Parts|kg|3.1%|Free (A,AU,BH,CA,CO,E,IL,J,JO,KR,MA,MX,OM,P,PA,PE,SG)|45%|
8303.00.00|00|0|Armored or reinforced safes, strong-boxes and doors and safe deposit lockers for strong-rooms, cash or deed boxes and the like, and parts thereof, of base metal|kg|3.8%|Free (A,AU,BH,CA,CL,CO,E,IL,J,JO,KR,MA,MX,OM,P,PA,PE,SG)|45%|
8304.00.00|00|0|Desk-top filing or card-index cabinets, paper trays, paper rests, pen trays, office-stamp stands and similar office or desk equipment and parts thereof, of base metal, other than office furniture of heading 9403|kg|3.9%|Free (A,AU,BH,CA,CL,CO,E,IL,J,JO,KR,MA,MX,OM,P,PA,PE,SG)|45%|
8305||0|Fittings for looseleaf binders or files, letter clips, letter corners, paper clips, indexing tags and similar office articles, and parts thereof, of base metal; staples in strips (for example, for offices, upholstery, packaging), of base metal:|||||
8305.10.00||1|Fittings for looseleaf binders or files||2.9%|Free (A,AU,BH,CA,CL,CO,E,IL,J,JO,KR,MA,MX,OM,P,PA,PE,SG)|45%|
8305.10.00|10|2|Ring binder mechanisms|kg||||
8305.10.00|50|2|Other|kg||||
8305.20.00|00|1|Staples in strips|kg|Free||4%|
8305.90||1|Other, including parts:|||||
8305.90.30||2|Paper clips, and parts thereof||Free||45%|
8305.90.30|10|3|Wholly of wire|kg||||
8305.90.30|50|3|Other|kg||||
8305.90.60|00|2|Other|kg|5.7%|Free (A,AU,BH,CA,CL,CO,E,IL,J,JO,KR,MA,MX,OM,P,PA,PE,SG)|45%|
8306||0|Bells, gongs and the like, nonelectric, of base metal; stat- uettes and other ornaments, of base metal; photograph, picture or similar frames, of base metal; mirrors of base metal; and base metal parts thereof:|||||
8306.10.00|00|1|Bells, gongs and the like, and parts thereof|kg|5.8%|Free (A,AU,BH,CA,CL,CO,E,IL,J,JO,KR,MA,MX,OM,P,PA,PE,SG)|50%|
||1|Statuettes and other ornaments, and parts thereof:|||||
8306.21.00|00|2|Plated with precious metal, and parts thereof|kg|4.5%|Free (A,AU,BH,CA,CL,CO,E,IL,J,JO,KR,MA,MX,OM,P,PA,PE,SG)|65%|
8306.29.00|00|2|Other|kg|Free||46%|
8306.30.00|00|1|Photograph, picture or similar frames; mirrors; and parts thereof|kg|2.7%|Free (A,AU,BH,CA,CL,CO,E,IL,J,JO,KR,MA,MX,OM,P,PA,PE,SG)|45%|
8307||0|Flexible tubing of base metal, with or without fittings:|||||
8307.10||1|Of iron or steel:|||||
8307.10.30|00|2|With fittings|kg|3.8%|Free (A,AU,B,BH,C,CA,CL,CO,E,IL,J,JO,KR,MA,MX,OM,P,PA,PE,SG)|30%|
8307.10.60|00|2|Other|kg|3.8%|Free (A,AU,B,BH,CA,CL,CO,E,IL,J,JO,KR,MA,MX,OM,P,PA,PE,SG)|30%|
8307.90||1|Of other base metal:|||||
8307.90.30|00|2|With fittings|kg|3.8%|Free (A,AU,B,BH,C,CA,CL,CO,E,IL,J,JO,KR,MA,MX,OM,P,PA,PE,SG)|30%|
8307.90.60|00|2|Other|kg|3.8%|Free (A,AU,B,BH,CA,CL,CO,E,IL,J,JO,KR,MA,MX,OM,P,PA,PE,SG)|30%|
8308||0|Clasps, frames with clasps, buckles, buckle clasps, hooks, eyes, eyelets and the like and parts thereof, of base metal, of a kind used for clothing, footwear, awnings, handbags, travel goods or other made up articles; tubular or bifurcated rivets of base metal; beads and spangles of base metal:|||||
8308.10.00|00|1|Hooks, eyes and eyelets|kg|1.1¢/kg + 2.9%|Free (A,AU,BH,CA,CL,CO,E,IL,J,JO,KR,MA,MX,OM,P,PA,PE,SG)|10¢/kg + 25%|
8308.20||1|Tubular or bifurcated rivets:|||||
8308.20.30|00|2|Of iron or steel and not brightened, not lathed and not machined|kg|Free||2.2¢/kg|
8308.20.60|00|2|Other|kg|Free||45%|
8308.90||1|Other, including parts:|||||
8308.90.30|00|2|Beads and spangles of base metal|kg|Free||40%|
8308.90.60|00|2|Buckles and buckle clasps, and parts thereof|kg|3.9%|Free (A,AU,B,BH,CA,CL,CO,E,IL,J,JO,KR,MA,MX,OM,P,PA,PE,SG)|45%|
8308.90.90|00|2|Other|kg|2.7%|Free (A,AU,B,BH,CA,CL,CO,E,IL,J,JO,KR,MA,MX,OM,P,PA,PE,SG)|65%|
8309||0|Stoppers, caps and lids (including crown corks, screw caps and pouring stoppers), capsules for bottles, threaded bungs, bung covers, seals and other packing accessories, and parts thereof, of base metal:|||||
8309.10.00|00|1|Crown corks (including crown seals and caps), and parts thereof|kg|Free||45%|
8309.90.00|00|1|Other|kg|2.6%|Free (A,AU,BH,CA,CL,CO,E,IL,J,JO,KR,MA,MX,OM,P,PA,PE,SG)|45%|
8310.00.00|00|0|Sign plates, name plates, address plates and similar plates, numbers, letters and other symbols, and parts thereof, of base metal, excluding those of heading 9405|kg|Free||45%|
8311||0|Wire, rods, tubes, plates, electrodes and similar products of base metal or of metal carbides, coated or cored with flux material, of a kind used for soldering, brazing, welding or deposition of metal or of metal carbides; wire and rods, of agglomerated base metal powder, used for metal spraying; base metal parts thereof:|||||
8311.10.00|00|1|Coated electrodes of base metal, for electric arc- welding|kg|Free||35%|
8311.20.00|00|1|Cored wire of base metal, for electric arc-welding|kg|Free||35%|
8311.30||1|Coated rods and cored wire, of base metal, for soldering, brazing or welding by flame:|||||
8311.30.30|00|2|Lead-tin solders|kg Pb kg|Free||2.5¢/kg on lead con- tent|
8311.30.60|00|2|Other|kg|Free||35%|
8311.90.00|00|1|Other|kg|Free||35%|
8401||0|Nuclear reactors; fuel elements (cartridges), non-irradiated, for nuclear reactors; machinery and apparatus for isotopic separation; parts thereof:|||||
8401.10.00|00|1|Nuclear reactors|t|3.3%|Free (A,AU,BH,CA,CL,CO,E,IL,J,JO,KR,MA,MX,OM,P,PA,PE,SG)|45%|
8401.20.00|00|1|Machinery and apparatus for isotopic separation, and parts thereof|t|2.6%|Free (A,AU,BH,CA,CL,CO,E,IL,J,JO,KR,MA,MX,OM,P,PA,PE,SG)|35%|
8401.30.00|00|1|Fuel elements (cartridges), non-irradiated, and parts thereof|X|3.3%|Free (A,AU,BH,CA,CL,CO,E,IL,J,JO,KR,MA,MX,OM,P,PA,PE,SG)|45%|
8401.40.00|00|1|Parts of nuclear reactors|t|3.3%|Free (A,AU,BH,CA,CL,CO,E,IL,J,JO,KR,MA,MX,OM,P,PA,PE,SG)|45%|<col1> See subheadings 9902.84.03 and 9902.84.04.
8402||0|Steam or other vapor generating boilers (other than central heating hot water boilers capable also of producing low pressure steam); super-heated water boilers; parts thereof:|||||
||1|Steam or other vapor generating boilers:|||||
8402.11.00|00|2|Watertube boilers with a steam production exceeding 45 t per hour|t|5.2%|Free (A,AU,BH,CA,CL,CO,E,IL,J,JO,KR,MA,MX,OM,P,PA,PE,SG)|45%|<col1> See subheadings 9902.84.02 and 9902.84.01.
8402.12.00|00|2|Watertube boilers with a steam production not exceeding 45 t per hour|t|4.3%|Free (A*,AU,BH,CA,CL,CO,E,IL,J,JO,KR,MA,MX,OM,P,PA,PE,SG)|45%|
8402.19.00|00|2|Other vapor generating boilers, including hybrid boilers|t|5.2%|Free (A,AU,BH,CA,CL,CO,E,IL,J,JO,KR,MA,MX,OM,P,PA,PE,SG)|45%|
8402.20.00|00|1|Super-heated water boilers|t|3.3%|Free (A,AU,BH,CA,CL,CO,E,IL,J,JO,KR,MA,MX,OM,P,, PA,PE,SG)|45%|
8402.90.00||1|Parts||4.3%|Free (A,AU,BH,CA,CL,CO,E,IL,J,JO,KR,MA,MX,OM,P,PA,PE,SG)|45%|
8402.90.00|10|2|Heat exchangers|t||||
8402.90.00|90|2|Other|X||||
8403||0|Central heating boilers (other than those of heading 8402) and parts thereof:|||||
8403.10.00|00|1|Boilers|No.|Free||45%|
8403.90.00|00|1|Parts|X|Free||45%|
8404||0|Auxiliary plant for use with boilers of heading 8402 or 8403 (for example, economizers, super-heaters, soot removers, gas recoverers); condensers for steam or other vapor power units; parts thereof:|||||
8404.10.00||1|Auxiliary plant for use with boilers of heading 8402 or 8403||3.5%|Free (A,AU,BH,CA,CL,CO,E,IL,J,JO,KR,MA,MX,OM,P,PA,PE,SG)|45%|
8404.10.00|10|2|Economizers|t||||
8404.10.00|50|2|Other|t||||
8404.20.00|00|1|Condensers for steam or other vapor power units|t|5.6%|Free (A,AU,BH,CA,CL,CO,E,IL,J,JO,KR,MA,MX,OM,P,PA,PE,SG)|45%|
8404.90.00|00|1|Parts|X|3.5%|Free (A,AU,BH,CA,CL,CO,E,IL,J,JO,KR,MA,MX,OM,P,PA,PE,SG)|45%|
8405||0|Producer gas or water gas generators, with or without their purifiers; acetylene gas generators and similar water process gas generators, with or without their purifiers; parts thereof:|||||
8405.10.00|00|1|Producer gas or water gas generators, with or without their purifiers; acetylene gas generators and similar water process gas generators, with or without their purifiers|X|Free||45%|
8405.90.00|00|1|Parts|X|Free||45%|
8406||0|Steam turbines and other vapor turbines, and parts thereof:|||||
8406.10||1|Turbines for marine propulsion:|||||
8406.10.10|00|2|Steam turbines|No.|6.7%|Free (A,AU,BH,CA,CL,CO,E,IL,J,JO,KR,MA,MX,OM,P,PA,PE,SG)|20%|
8406.10.90|00|2|Other|No.|Free||27.5%|
||1|Other turbines:|||||
8406.81||2|Of an output exceeding 40 MW:|||||
8406.81.10||3|Steam turbines||6.7%|Free (A,AU,BH,CA,CL,CO,E,IL,J,JO,KR,MA,MX,OM,P,PA,PE,SG)|20%|
8406.81.10|20|4|Stationary steam turbines, condensing type|No.||||
8406.81.10|70|4|Other|No.||||
8406.81.90|00|3|Other|No.|Free||27.5%|
8406.82||2|Of an output not exceeding 40 MW:|||||
8406.82.10||3|Steam turbines||6.7%|Free (A,AU,BH,CA,CL,CO,E,IL,J,JO,KR,MA,MX,OM,P,PA,PE,SG)|20%|
||4|Stationary steam turbines, condensing type:|||||
8406.82.10|10|5|Not exceeding 7,460 kW|No.||||
8406.82.10|20|5|Exceeding 7,460 kW|No.||||
||4|Other:|||||
8406.82.10|50|5|Not exceeding 7,460 kW|No.||||
8406.82.10|70|5|Exceeding 7,460 kW|No.||||
8406.82.90|00|3|Other|No.|Free||27.5%|
8406.90||1|Parts:|||||
||2|Of steam turbines:|||||
8406.90.20|00|3|Rotors, finished for final assembly|No.|6.7%|Free (A,AU,BH,CA,CL,CO,E,IL,J,JO,KR,MA,MX,OM,P,PA,PE,SG)|20%|
8406.90.30|00|3|Rotors, not further advanced than cleaned or machined for removal of fins, gates, sprues, and risers, or to permit location in finishing machinery|No.|6.7%|Free (A,AU,BH,CA,CL,CO,E,IL,J,JO,KR,MA,MX,OM,P,PA,PE,SG)|20%|
8406.90.40|00|3|Blades, rotating or stationary|No.|6.7%|Free (A,AU,BH,CA,CL,CO,E,IL,J,JO,KR,MA,MX,OM,P,PA,PE,SG)|20%|
8406.90.45||3|Other||6.7%|Free (A,AU,BH,CA,CL,CO,E,IL,J,JO,KR,MA,MX,OM,P,PA,PE,SG)|20%|
8406.90.45|40|4|Rotors or spindles and rotor or spindle assemblies|No.||||
8406.90.45|80|4|Other|X||||
||2|Other:|||||
8406.90.50|00|3|Rotors, finished for final assembly|No.|Free||27.5%|
8406.90.60|00|3|Rotors, not further advanced than cleaned or machined for removal of fins, gates, sprues, and risers, or to permit location in finishing machinery|No.|Free||27.5%|
8406.90.70|00|3|Blades, rotating or stationary|No.|Free||27.5%|
8406.90.75|00|3|Other|X|Free||27.5%|
8407||0|Spark-ignition reciprocating or rotary internal combustion piston engines:|||||
8407.10.00||1|Aircraft engines||Free||35%|
||2|For use in civil aircraft :|||||<desc> See General Note 6.
||3|New:|||||
8407.10.00|20|4|Less than 373 kW|No.||||
8407.10.00|40|4|373 kW or over|No.||||
8407.10.00|60|3|Used or rebuilt|No.||||
8407.10.00|90|2|Other|No.||||
||1|Marine propulsion engines:|||||
8407.21.00||2|Outboard motors||Free||35%|
8407.21.00|40|3|Less than 22.38 kW|No.||||
8407.21.00|80|3|Other|No.||||
8407.29.00||2|Other||Free||35%|
8407.29.00|10|3|Inboard engines with outboard drive|No.||||
||3|Inboard engines with inboard drive:|||||
8407.29.00|20|4|Less than 746 W|No.||||
8407.29.00|30|4|746 W or greater, but not exceeding 18.65 kW|No.||||
8407.29.00|40|4|Exceeding 18.65 kW|No.||||
||1|Reciprocating piston engines of a kind used for the propulsion of vehicles of chapter 87:|||||
8407.31.00||2|Of a cylinder capacity not exceeding 50 cc||Free||35%|
8407.31.00|40|3|Less than 746 W|No.||||
8407.31.00|80|3|Other|No.||||
8407.32||2|Of a cylinder capacity exceeding 50 cc but not exceeding 250 cc:|||||
8407.32.10|00|3|To be installed in tractors suitable for agricultural use|No.|Free||Free|
8407.32.20||3|To be installed in vehicles of subheading 8701.20, or heading 8702, 8703 or 8704||Free||35%|
8407.32.20|40|4|Used or rebuilt|No.||||
8407.32.20|80|4|Other|No.||||
8407.32.90||3|Other||Free||35%|
8407.32.90|40|4|Not exceeding 18.65 kW|No.||||
8407.32.90|80|4|Exceeding 18.65 kW|No.||||
8407.33||2|Of a cylinder capacity exceeding 250 cc but not exceeding 1,000 cc:|||||
8407.33.10||3|To be installed in tractors suitable for agricultural use||Free||Free|
8407.33.10|30|4|Not exceeding 37.3 kW|No.||||
||4|Exceeding 37.3 kW:|||||
8407.33.10|60|5|Air-cooled|No.||||
8407.33.10|90|5|Other|No.||||
||3|To be installed in vehicles of subheading 8701.20, or heading 8702, 8703 or 8704:|||||
8407.33.30||4|To be installed in vehicles specially designed for traveling on snow, golf carts, non-amphibious all-terrain vehicles and burden carriers||Free||35%|
8407.33.30|40|5|Used or rebuilt|No.||||
8407.33.30|80|5|Other|No.||||
8407.33.60||4|Other||2.5%|Free (A,AU,B,BH,CA,CL,CO,E,IL,J,JO,KR,MA,MX,OM,P,PA,PE,SG)|35%|
8407.33.60|40|5|Used or rebuilt|No.||||
8407.33.60|80|5|Other|No.||||
8407.33.90||3|Other||Free||35%|
8407.33.90|40|4|Not exceeding 18.65 kW|No.||||
8407.33.90|80|4|Exceeding 18.65 kW|No.||||
8407.34||2|Of a cylinder capacity exceeding 1,000 cc:|||||
||3|Of a cylinder capacity not exceeding 2,000 cc:|||||
8407.34.05||4|To be installed in tractors suitable for agricultural use||Free||Free|
8407.34.05|30|5|Not exceeding 37.3 kW|No.||||
||5|Exceeding 37.3 kW:|||||
8407.34.05|60|6|Air-cooled|No.||||
8407.34.05|90|6|Other|No.||||
||4|To be installed in vehicles of subheading 8701.20, or heading 8702, 8703 or 8704:|||||
8407.34.14|00|5|Used or rebuilt|No.|2.5%|Free (A,AU,B,BH,CA,CL,CO,E,IL,J,JO,KR,MA,MX,OM,P,PA,PE,SG)|35%|
8407.34.18|00|5|Other|No.|2.5%|Free (A,AU,B,BH,CA,CL,CO,E,IL,J,JO,KR,MA,MX,OM,P,PA,PE,SG)|35%|
8407.34.25|00|4|Other|No.|Free||35%|
||3|Of a cylinder capacity exceeding 2,000 cc:|||||
8407.34.35||4|To be installed in tractors suitable for agricultural use||Free||Free|
8407.34.35|30|5|Not exceeding 37.3 kW|No.||||
||5|Exceeding 37.3 kW:|||||
8407.34.35|60|6|Air-cooled|No.||||
8407.34.35|90|6|Other|No.||||
||4|To be installed in vehicles of subheading 8701.20, or heading 8702, 8703 or 8704:|||||
8407.34.44|00|5|Used or rebuilt|No.|2.5%|Free (A,AU,B,BH,CA,CL,CO,E,IL,J,JO,KR,MA,MX,OM,P,PA,PE,SG)|35%|
8407.34.48|00|5|Other|No.|2.5%|Free (A,AU,B,BH,CA,CL,CO,E,IL,J,JO,KR,MA,MX,OM,P,PA,PE,SG)|35%|
8407.34.55|00|4|Other|No.|Free||35%|
8407.90||1|Other engines:|||||
8407.90.10||2|To be installed in agricultural or horticultural machinery or equipment||Free||Free|
||3|Not exceeding 37.3 kW:|||||
8407.90.10|10|4|Less than 4,476 W|No.||||
8407.90.10|20|4|Other|No.||||
||3|Other:|||||
8407.90.10|60|4|Air-cooled|No.||||
8407.90.10|80|4|Other|No.||||
8407.90.90||2|Other||Free||35%|
8407.90.90|10|3|Gas (natural or LP) engines|No.||||
||3|Other:|||||
8407.90.90|20|4|Less than 746 W|No.||||
8407.90.90|40|4|746 W or greater but less than 4,476 W|No.||||
8407.90.90|60|4|4,476 W or greater but not exceeding 18.65 kW|No.||||
8407.90.90|80|4|Exceeding 18.65 kW|No.||||
8408||0|Compression-ignition internal combustion piston engines (diesel or semi-diesel engines):|||||
8408.10.00||1|Marine propulsion engines||2.5%|Free (A,AU,BH,CA,CL,CO,E,IL,J,JO,KR,MA,MX,OM,P,PA,PE,SG)|35%|
8408.10.00|05|2|Not exceeding 111.9 kW|No.||||
8408.10.00|15|2|Exceeding 111.9 kW but not exceeding 149.2 kW|No.||||
8408.10.00|20|2|Exceeding 149.2 kW but not exceeding 223.8 kW|No.||||
8408.10.00|30|2|Exceeding 223.8 kW but not exceeding 373 kW|No.||||
8408.10.00|40|2|Exceeding 373 kW but not exceeding 746 kW|No.||||
8408.10.00|50|2|Exceeding 746 kW|No.||||
8408.20||1|Engines of a kind used for the propulsion of vehicles of chapter 87:|||||
8408.20.10||2|To be installed in tractors suitable for agricultural use||Free||Free|
8408.20.10|40|3|Not exceeding 37.3 kW|No.||||
8408.20.10|80|3|Exceeding 37.3 kW|No.||||
8408.20.20|00|2|To be installed in vehicles of subheading 8701.20, or heading 8702, 8703 or 8704|No.|2.5%|Free (A*,AU,B,BH,CA,CL,CO,E,IL,J,JO,KR,MA,MX,OM,P,PA,PE,SG)|35%|<col1> See subheading 9902.25.31.
8408.20.90|00|2|Other|No.|2.5%|Free (A*,AU,BH,CA,CL,CO,E,IL,J,JO,KR,MA,MX,OM,P,PA,PE,SG)|35%|
8408.90||1|Other engines:|||||
8408.90.10||2|To be installed in agricultural or horticultural machinery or equipment||Free||Free|
8408.90.10|40|3|Not exceeding 37.3 kW|No.||||
8408.90.10|80|3|Exceeding 37.3 kW|No.||||
8408.90.90||2|Other||Free||35%|
8408.90.90|10|3|Not exceeding 149.2 kW|No.||||
8408.90.90|20|3|Exceeding 149.2 kW but not exceeding 373 kW|No.||||
8408.90.90|30|3|Exceeding 373 kW but not exceeding 746 kW|No.||||
8408.90.90|40|3|Exceeding 746 kW but not exceeding 1,119 kW|No.||||
8408.90.90|50|3|Exceeding 1,119 kW|No.||||
8409||0|Parts suitable for use solely or principally with the engines of heading 8407 or 8408:|||||
8409.10.00||1|For aircraft engines||Free||35%|
8409.10.00|40|2|For use in civil aircraft|kg||||<desc> See General Note 6.
8409.10.00|80|2|Other|kg||||
||1|Other:|||||
8409.91||2|Suitable for use solely or principally with spark-ignition internal combustion piston engines (including rotary engines):|||||
8409.91.10||3|Cast-iron parts, not advanced beyond cleaning, and machined only for the removal of fins, gates, sprues and risers or to permit location in finishing machinery||Free||10%|
8409.91.10|40|4|For vehicles of subheading 8701.20, or heading 8702, 8703 or 8704|kg||||
8409.91.10|60|4|For marine propulsion engines|kg||||
8409.91.10|80|4|Other|kg||||
||3|Other:|||||
||4|For vehicles of subheading 8701.20, or heading 8702, 8703 or 8704:|||||
8409.91.30|00|5|Aluminum cylinder heads|No. Kg|2.5%|Free (A,AU,B,BH,CA,CL,CO,E,IL,J,JO,KR,MA,MX,OM,P,PA,PE,SG)|35%|
8409.91.50||5|Other||2.5%|Free (A*,AU,B,BH,CA,CL,CO,E,IL,J,JO,KR,MA,MX,OM,P,PA,PE,SG)|35%|
8409.91.50|10|6|Connecting rods|No. Kg||||
8409.91.50|81|6|Steel forgings|kg||||
8409.91.50|85|6|Other|kg||||
8409.91.92||4|For marine propulsion engines||2.5%|Free (A,AU,BH,CA,CL,CO,E,IL,J,JO,KR,MA,MX,OM,P,PA,PE,SG)|35%|
